category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,window,overlap,global_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.974043607711792,9.381787776947021,328.0468101539319,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.032080861349154034,0.816063404083252
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,11.44630742073059,11.03580904006958,314.5119091839157,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.05768298594280174,0.8390867114067078
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.597535610198975,10.04286527633667,339.7016186041773,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.03155006858710562,0.831788957118988
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,11.941963911056519,11.366241931915283,301.45795338293766,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.047403462050599206,0.8426024317741394
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,13.263602495193481,12.689616203308105,271.4194730507479,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.030525272547076317,0.8395535349845886
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,12.575380325317383,12.028409004211426,286.27364794306067,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.05716523101018011,0.7916091084480286
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.740060329437256,10.04286527633667,335.1936478543625,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.0323785803237858,0.8276610970497131
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,16.27675175666809,12.689616203308105,221.17435062098244,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.016302334197851057,0.8233849406242371
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,12.099417209625244,11.697085857391357,297.53499177928614,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.054373522458628844,0.8461686372756958
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.561705589294434,10.04286527633667,340.85403816302505,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.050955414012738856,0.830510139465332
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,17.158106327056885,12.689616203308105,209.81336351337933,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.02494296577946768,0.8315098285675049
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.672083139419556,10.04286527633667,337.328706398721,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.05509783728115345,0.8223492503166199
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.17880392074585,9.712021350860596,353.6761320907939,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.06661908160837497,0.849432647228241
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,12.68019151687622,12.028409004211426,283.9073838284474,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.022631867129038145,0.8429410457611084
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,9.952791452407837,9.38218355178833,361.70756889807706,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.09590461378952825,0.8397709131240845
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,16.5604190826416,12.689616203308105,217.38580298209177,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.06714789323484975,0.84272700548172
longform_extra_long,longform,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,256,16,10.630213499069214,10.04286527633667,338.65735625302517,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.04027504911591355,0.8359803557395935
