category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,window,overlap,global_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,2.0901293754577637,1.778928279876709,1722.3814191939944,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05193370165745856,0.8240818381309509
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8123583793640137,3.4267187118530273,1986.3621019940324,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.24,0.6830149292945862
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7321631908416748,2.905160427093506,2078.3261179050487,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05694980694980694,0.7992034554481506
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.9004755020141602,3.6874985694885254,1894.2627759130025,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.03706070287539936,0.829134464263916
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7089788913726807,2.772252082824707,2106.5210449196475,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1935483870967742,0.683521568775177
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8067598342895508,3.426718235015869,1992.517174489648,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09322033898305086,0.7326424717903137
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8652160167694092,3.557107925415039,1930.0713523977083,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.18246869409660108,0.7027743458747864
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8639473915100098,3.6874985694885254,1931.3849824289246,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.048134777376654635,0.8045429587364197
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.830000400543213,3.2928953170776367,1967.212684178312,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08598130841121496,0.8202654123306274
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.6957428455352783,2.774771213531494,2122.9634018379857,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1086855550394798,0.8114723563194275
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.9284510612487793,3.8195672035217285,1866.783177618622,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.033028605131229724,0.775504469871521
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8997902870178223,3.8195672035217285,1894.945997250605,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05334211392821864,0.8100231289863586
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.824669361114502,3.4267191886901855,1972.9601848529599,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.12219812002892262,0.8316727876663208
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.720536708831787,2.905160427093506,2092.370352530481,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06843065693430657,0.823538064956665
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.6844613552093506,2.774771213531494,2137.1817102640384,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08583247156153051,0.7888603210449219
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.674612283706665,2.774771213531494,2149.751339475184,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.059019514516896715,0.768548846244812
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7044248580932617,2.774771213531494,2112.149434400597,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.12431842966194112,0.831508457660675
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.6826403141021729,2.7747702598571777,2139.49467977706,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09271523178807947,0.8355980515480042
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7097563743591309,2.774771213531494,2105.563139865111,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09671179883945842,0.810641884803772
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7793562412261963,3.2963290214538574,2023.2036264526519,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1810699588477366,0.7320817112922668
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.858821153640747,3.4267191886901855,1936.71133607928,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.028996282527881043,0.8022156953811646
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8747661113739014,3.819566249847412,1920.2395318324695,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.03230769230769231,0.7859434485435486
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.6774051189422607,2.774771213531494,2146.172060253453,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08148148148148149,0.8360000848770142
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7968463897705078,3.426718235015869,2003.5101611884531,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1512605042016807,0.6716541051864624
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7852904796600342,3.0365004539489746,2016.4785736635608,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.22934232715008432,0.7303038239479065
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8672442436218262,3.5571093559265137,1927.9748818597025,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.11182108626198081,0.8359949588775635
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8823697566986084,3.1659398078918457,1912.482915319387,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05332040717401842,0.8280796408653259
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7830283641815186,3.1659398078918457,2019.0368657722079,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08308895405669599,0.8453077077865601
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8238177299499512,3.4267191886901855,1973.881458043941,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.056389600878798976,0.8166068196296692
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8515129089355469,3.5571084022521973,1944.3558738511176,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.14575411913814956,0.8040842413902283
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.789092779159546,3.1659393310546875,2012.1930186824386,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.16202531645569618,0.6849532127380371
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.9884514808654785,4.078667640686035,1810.454031512547,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05148619957537154,0.8088461756706238
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.9410371780395508,3.9482779502868652,1854.6785402822645,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.0846759085799925,0.8114981055259705
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8549203872680664,3.5571084022521973,1940.7841030320947,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08183943881527671,0.8140848278999329
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8238654136657715,3.2963290214538574,1973.8298522610783,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1160092807424594,0.7176801562309265
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.843611240386963,3.5571088790893555,1952.6893312086672,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1923774954627949,0.7261320352554321
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7394030094146729,3.1659398078918457,2069.675618884572,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07228915662650602,0.8116621375083923
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8314354419708252,3.557107448577881,1965.671252995959,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.24603174603174602,0.7482215166091919
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.709083080291748,2.7747702598571777,2106.3926274347436,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.14388489208633093,0.8286828994750977
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8439381122589111,3.5571084022521973,1952.3431811872636,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06260032102728733,0.8104751706123352
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7220697402954102,2.905160427093506,2090.507669789519,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1631578947368421,0.7765679955482483
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.803739070892334,3.4267191886901855,1995.8540889281905,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06412674462466994,0.8173017501831055
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7116730213165283,2.905160427093506,2103.205434196229,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08629441624365483,0.8368357419967651
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.9230360984802246,3.819566249847412,1872.0397411390666,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05692307692307692,0.8282973766326904
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7997190952301025,3.2963290214538574,2000.3121651269266,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05684958547177261,0.808846116065979
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8367304801940918,3.5571093559265137,1960.0044964787535,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.057120802778849865,0.8380747437477112
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.770411729812622,3.036500930786133,2033.425298408421,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.16022099447513813,0.7128008008003235
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7147786617279053,2.7747702598571777,2099.3963129751346,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.2491039426523297,0.7862755656242371
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7263545989990234,2.774771213531494,2085.318973336854,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.0804953560371517,0.8288281559944153
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7918145656585693,3.296329975128174,2009.1364748320618,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.04796345641416064,0.8138882517814636
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.974489450454712,2.905160427093506,1823.256132956772,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07680168332456602,0.8315265774726868
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7145285606384277,2.905160427093506,2099.702555354045,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.1002070393374741,0.8305476307868958
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7180864810943604,3.0365023612976074,2095.354360571493,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.0695142378559464,0.8029571175575256
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.840458869934082,3.557107448577881,1956.0339319774844,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09757914338919924,0.8451432585716248
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7639904022216797,3.1659398078918457,2040.8274305041202,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07431604736627195,0.8325236439704895
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.7061786651611328,2.905160427093506,2109.978323788273,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.11235955056179775,0.6916025280952454
longform_medium,longform,medium,LED,allenai/led-base-16384,default,eager,,512,128,16,1.8523614406585693,3.687498092651367,1943.4652012190954,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07280898876404493,0.832275927066803
