category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,chunk_size,overlap,segmentation_method,top_k,embedding_model,query_strategy,num_chunks,context_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,23,3031,2.325427532196045,3.3741936683654785,1548.1024242455312,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.37810945273631835,0.8721296191215515
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,20,3065,4.300655364990234,3.3968377113342285,837.0817223128445,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2299465240641711,0.8466950058937073
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,19,2965,3.858846426010132,3.3854479789733887,932.9212937147729,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.43352601156069365,0.8932294845581055
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,16,3064,2.1506264209747314,3.3741936683654785,1673.930890502297,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.34538152610441764,0.8891471028327942
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,22,3062,3.1437861919403076,3.3749146461486816,1145.1160416790694,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.23323615160349853,0.855690062046051
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,3035,2.532289505004883,3.374769687652588,1421.6383999084096,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.48630136986301364,0.8907497525215149
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,23,2784,1.5696673393249512,3.2734475135803223,2293.4795862849583,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.3841059602649007,0.9165533185005188
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,21,3067,3.7432126998901367,3.3829293251037598,961.7406994012549,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.19428571428571428,0.8549703359603882
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,22,3051,4.911211729049683,3.4086174964904785,733.0166562980983,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.23837209302325582,0.8512706160545349
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,21,3069,2.159740924835205,3.3741936683654785,1666.86659432297,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.23387096774193547,0.8505197763442993
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,20,3070,3.4503767490386963,3.376936435699463,1043.364322751998,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2666666666666667,0.8471360206604004
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,27,3066,3.3886260986328125,3.3749146461486816,1062.37746367251,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2595419847328244,0.8636566400527954
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,3070,1.4085402488708496,3.336935520172119,2555.8375082898233,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.1739130434782609,0.8481115102767944
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,17,2512,1.2601404190063477,3.2016587257385254,2856.8244821784942,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.11304347826086956,0.8336241841316223
