category,domain,length_category,model_family,model,window,overlap,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,11.338188409805298,10.704553127288818,317.5110405544778,42,60,0.05369398465886153,0.8390136957168579
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,16.741875886917114,12.689616203308105,215.02966718402257,42,60,0.04259202920596289,0.8404626846313477
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.223594188690186,9.712021350860596,352.126652677831,42,60,0.03125775241875465,0.8311820030212402
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.988248348236084,9.38218355178833,360.42355721318813,42,60,0.04545454545454545,0.8566814661026001
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,12.24628472328186,11.697085857391357,293.9667075644508,42,60,0.04138531910259203,0.8371843099594116
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,18.73286271095276,12.689616203308105,192.1756463786577,42,60,0.03747963063552418,0.8550689816474915
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.298801898956299,9.712021350860596,349.5552235415686,42,60,0.05879586077140169,0.8556127548217773
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,12.860826015472412,12.358773708343506,279.9198119676734,42,60,0.027321395606424218,0.8382070660591125
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.801182985305786,10.376760959625244,333.2968254400962,42,60,0.041924095322153576,0.8557934761047363
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,16.414467573165894,12.689616203308105,219.3187189260541,42,60,0.03830836336051583,0.8377459645271301
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,16.34972834587097,12.689616203308105,220.18714463284394,42,60,0.03397773872290568,0.8539462089538574
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.952698707580566,9.38218355178833,361.710939492022,42,60,0.03440742763517204,0.8266056776046753
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.7425057888031,10.376760959625244,335.1173432694144,42,60,0.04687154543444616,0.851813554763794
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,17.23865032196045,12.689616203308105,208.83305437282016,42,60,0.02681992337164751,0.8365417718887329
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.848116636276245,9.38218355178833,365.55212869221526,42,60,0.04948897256589565,0.822705864906311
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.11517333984375,9.712021350860596,355.90096966698246,42,60,0.019673828630597977,0.8327928781509399
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.815565824508667,10.376760959625244,332.8535980838101,42,60,0.03799425668212945,0.8267017006874084
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,16.91982936859131,12.689616203308105,212.7681031277282,42,60,0.025426680599094392,0.8291867971420288
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.905651569366455,9.05033254623413,363.4288945850988,42,60,0.04726976365118175,0.8418582081794739
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.607531309127808,10.04286527633667,339.38151065386825,42,60,0.05443453777569216,0.8342199325561523
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.347865581512451,9.05033254623413,385.11465196074556,42,60,0.06743940990516333,0.835561990737915
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.257682800292969,8.724111557006836,388.8662074148916,42,60,0.05088495575221238,0.8453186750411987
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,12.781493425369263,12.028387546539307,281.6572273827223,42,60,0.028061224489795915,0.8200897574424744
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,17.569984436035156,12.689616203308105,204.89488838798175,42,60,0.03477988406705311,0.829744815826416
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.987356662750244,10.376760959625244,327.6493255384034,42,60,0.051345245430273155,0.8271278142929077
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.718199491500854,9.05033254623413,370.4389895626669,42,60,0.048462255358807084,0.8579971194267273
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,12.225285530090332,11.697085857391357,294.47164985547784,42,60,0.021951706246258234,0.8364315629005432
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,9.180807828903198,8.724111557006836,392.12235645172854,42,60,0.033547665641599105,0.8351864218711853
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,12.307633399963379,11.697085857391357,292.501399985696,42,60,0.03621644652748189,0.8312262296676636
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,11.062604427337646,10.704553127288818,325.4206569208753,42,60,0.03653395784543325,0.8321905136108398
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,11.21823239326477,10.704553127288818,320.9061707583609,42,60,0.04519292261777873,0.8235493302345276
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,10.240652084350586,9.712021350860596,351.540113886048,42,60,0.05237986791163744,0.852933943271637
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,1024,256,11.187309980392456,10.704553127288818,321.7931751519868,42,60,0.05194805194805195,0.8445650339126587
