category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,window,overlap,global_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.6925716400146484,3.524127960205078,1337.0117795567419,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.11132940406024887,0.8056660890579224
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.520768404006958,5.312036037445068,1428.1359581774823,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06683804627249358,0.8039886951446533
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.4501466751098633,5.047159194946289,1469.2997919557522,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08114856429463171,0.8054799437522888
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.278438091278076,4.253081321716309,1580.0297641533027,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.08560794044665011,0.8195790648460388
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.457660436630249,5.047159671783447,1464.8077278470728,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.10022522522522523,0.8345516920089722
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.303335189819336,4.518628120422363,1562.9509833878624,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07633587786259542,0.8256741762161255
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.518770456314087,5.31203556060791,1429.2687890535926,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05946481665014866,0.8252286911010742
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.8018996715545654,6.37062406539917,1284.8425789645166,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09122006841505133,0.8169134855270386
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.2492692470550537,4.253081798553467,1600.5198153637875,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07212622088655145,0.8109331727027893
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.3193068504333496,4.5186285972595215,1552.187887224737,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06633165829145728,0.7869192361831665
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.794783115386963,6.37062406539917,1288.114265532747,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.07352941176470588,0.7535444498062134
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.772336006164551,6.105930805206299,1298.5438965533256,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.05454545454545454,0.819411039352417
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.436283826828003,5.047159194946289,1477.6603449718477,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.09466566491359879,0.7924399375915527
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.3210504055023193,4.518628120422363,1551.0218957183274,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.06752730883813307,0.8049525022506714
arxiv_extra_long,arxiv,extra_long,LED,allenai/led-base-16384,default,eager,,2048,512,16,2.2508411407470703,4.253081321716309,1599.4020789957367,42,60,38335783885b338d93791936c54bb4be46bebed9,4.57.1,0.10961968680089487,0.8189236521720886
